mse,nmse,avg_pixel_value,precision,recall,accuracy,f1,csi,far,hss,confusion_matrix,threshold_used
201910.984375,324643.39801039605,0.6219469904899597,0.18868710536455394,0.9814613835831465,0.1958305972746049,0.316522405907531,0.18801699946482642,0.8113128946354461,-0.0012769070667547687,"{'tp': np.int64(530844), 'fp': np.int64(2282512), 'tn': np.int64(27433), 'fn': np.int64(10027)}",0.5
